"id","created_at","updated_at","state","linkpay_reference","payment_details"
"997772","2025-10-01 03:27:02.862993 UTC","2025-10-01 03:27:05.989854 UTC","account_rejected","casUNBehip","{""payment_reference"":""49a6ad6c333f10048dd8dba28e81a4e85ff3a4582f487720e9471a7332b6cef2"",""veres_url"":null,""pareq"":null,""checkup_payment"":false,""arrangement"":null,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""0a8019cac1e42ad7924a68777a7dc235"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"997852","2025-10-01 03:32:58.387758 UTC","2025-10-01 03:33:07.810099 UTC","completed","73jSsVFoda","{""checkup_payment"":null,""payment_reference"":""d4b6e867b4609fc59462e9b7cc3550bad447613185f5f9dcccff76fc1a67437f"",""transaction_reference"":""0a42b735fc2f188047d805e885d7fd115e1b0d84749a766bab384a461c163e0b"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-01T03:33:07Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""534505""}"
"997787","2025-10-01 03:28:01.122034 UTC","2025-10-01 03:28:09.434991 UTC","completed","MoSjshB5pX","{""checkup_payment"":null,""payment_reference"":""323ffbae49743698c3413e1cd7cdb169e3c751e5a99ec2dfe872f08bd8e6a374"",""transaction_reference"":""161f4937c3904d2c053ea71769f510ab9cf76775966fb2925987da6654b6d80b"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-01T03:28:09Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Every Pay"",""cc_token"":""08cf82ad8d016deab626b02e"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""534484""}"
"997783","2025-10-01 03:27:42.750412 UTC","2025-10-01 03:27:43.569705 UTC","waiting_for_access_token","EXiWoV4vCx","{""payment_reference"":""7ab70702218682b454f0d777d095fae95ea85f86c6f9bec770c1188f294c7bbf"",""veres_url"":null,""pareq"":null,""checkup_payment"":false,""arrangement"":null,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""2b04b838e444659c9754f54a9d505452"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998116","2025-10-01 21:03:11.440281 UTC","2025-10-01 21:03:13.728082 UTC","waiting_for_access_token","sISziF7j","{""frequency"":""Monthly"",""start_date"":""2025-10-04"",""end_date"":""2025-12-30""}"
"997924","2025-10-01 03:37:54.386149 UTC","2025-10-01 03:37:55.198174 UTC","waiting_for_payment_selection","8d8ceMmDFN","{""payment_reference"":""d1b189a2bc06a453aac2040b929af2dbc0e58126118159856d6919d21b6d6a5a""}"
"997822","2025-10-01 03:30:21.412819 UTC","2025-10-01 03:30:26.984028 UTC","failed","X7XGBVNMTf","{""checkup_payment"":null,""payment_reference"":""3ee6fc9ef601ef2ff6b9d57204748771eee0dcc318df94b47f01043e08eae260"",""transaction_reference"":""48fbd6cfc178eee837336841bbf58134e7918d34034ab9ada3cadf355ec35d20"",""payment_state"":""failed"",""transaction_result"":""failed"",""transaction_time"":""2025-10-01T03:30:26Z"",""cc_details"":{""cc_last_four_digits"":""3096"",""cc_year"":""2027"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_token"":""9d4bf14925416bcf347cb83a"",""cc_type"":""master_card"",""cc_issuer"":""Swedbank AB"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""SE""},""veres_url"":null,""pareq"":null,""processing_errors"":[{""code"":4018,""message"":""3D secure cancelled by issuing bank""}],""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null}"
"998079","2025-10-01 09:06:11.270357 UTC","2025-10-01 09:06:11.804377 UTC","waiting_for_payment_selection","EUaObiSWsu","{""payment_reference"":""46fc9154d3a562651c3d035b700e85433f18a140d8d81d112bbb9ef64775519f"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":true,""token_agreement"":""unscheduled"",""provider_3ds_name"":""modirum"",""order_reference"":""47eed5b7775a9c0705db620d58841e5e"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"997873","2025-10-01 03:34:30.351005 UTC","2025-10-01 03:34:31.227670 UTC","waiting_for_access_token","L9WVpFPsGh","{""payment_reference"":""dedd763a8bd4397553cec8b0b3d2eef1f822d619006170412036c5c680fa8ffa"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":false,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""ce66532c8a8d81456369905b3de845bc"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998058","2025-10-01 09:04:58.575204 UTC","2025-10-01 09:05:05.964677 UTC","completed","oPfGG4J4dM","{""checkup_payment"":null,""payment_reference"":""dbb2899c077a1addece2bb1053d1a9392b8912612530fd7c832bab7690730700"",""transaction_reference"":""09640d10e29df17fb73c8e18c24cef4b240c4c33044112684a4eb3e6aff7348c"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-01T09:05:05Z"",""cc_details"":{""cc_last_four_digits"":""0004"",""cc_year"":""2025"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_token"":""115926d76ff217fd728df490"",""cc_type"":""master_card""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""773950""}"
